,Unnamed: 0,model_name,model_class,model_file,features,fe_files,output_type,mae,mape,platform_mae,platform_mape,feature_group,power_range,mae_threshold
0,2,XgboostFitTrainer_1,xgboost,XgboostFitTrainer_1.json,"['bpf_block_irq', 'bpf_cpu_time_us', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'bpf_page_cache_hit']",[],DynPower,15.39251149425266,57.02911951708476,15.39251149425266,57.02911951708476,BPFIRQ,201.0,40.2
1,5,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_cpu_time_us', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'bpf_page_cache_hit']",[],DynPower,16.141005426276568,62.59705767274739,16.141005426276568,62.59705767274739,BPFIRQ,201.0,40.2
2,3,KNeighborsRegressorTrainer_1,scikit,KNeighborsRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_cpu_time_us', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'bpf_page_cache_hit']",[],DynPower,19.26605504587156,58.99181727924046,19.26605504587156,58.99181727924046,BPFIRQ,201.0,40.2
3,6,PolynomialRegressionTrainer_1,scikit,PolynomialRegressionTrainer_1.json,"['bpf_block_irq', 'bpf_cpu_time_us', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'bpf_page_cache_hit']",['poly_scaler.pkl'],DynPower,22.62133868457868,99.80266237877387,22.62133868457868,99.80266237877387,BPFIRQ,201.0,40.2
4,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_cpu_time_us', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'bpf_page_cache_hit']",[],DynPower,22.644645491372003,92.223275385203,22.644645491372003,92.223275385203,BPFIRQ,201.0,40.2
5,4,LinearRegressionTrainer_1,scikit,LinearRegressionTrainer_1.json,"['bpf_block_irq', 'bpf_cpu_time_us', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'bpf_page_cache_hit']",[],DynPower,26.35418626012195,200.80610119094536,26.35418626012195,200.80610119094536,BPFIRQ,201.0,40.2
6,0,SGDRegressorTrainer_1,scikit,SGDRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_cpu_time_us', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'bpf_page_cache_hit']",[],DynPower,28.430293008728192,212.3297999129505,28.430293008728192,212.3297999129505,BPFIRQ,201.0,40.2
7,2,XgboostFitTrainer_1,xgboost,XgboostFitTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit']",[],DynPower,14.080879563585334,62.02783729283566,14.080879563585334,62.02783729283566,BPFOnly,201.0,40.2
8,5,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit']",[],DynPower,14.863509355344805,75.16798953239801,14.863509355344805,75.16798953239801,BPFOnly,201.0,40.2
9,3,KNeighborsRegressorTrainer_1,scikit,KNeighborsRegressorTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit']",[],DynPower,15.452599388379204,62.32843117968335,15.452599388379204,62.32843117968335,BPFOnly,201.0,40.2
10,6,PolynomialRegressionTrainer_1,scikit,PolynomialRegressionTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit']",['poly_scaler.pkl'],DynPower,23.23569579027176,95.17842589343792,23.23569579027176,95.17842589343792,BPFOnly,201.0,40.2
11,4,LinearRegressionTrainer_1,scikit,LinearRegressionTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit']",[],DynPower,25.923016909810205,179.6998781208572,25.923016909810205,179.6998781208572,BPFOnly,201.0,40.2
12,0,SGDRegressorTrainer_1,scikit,SGDRegressorTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit']",[],DynPower,26.11950350195496,207.1857518917416,26.11950350195496,207.1857518917416,BPFOnly,201.0,40.2
13,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit']",[],DynPower,26.535046203642604,74.14746183465387,26.535046203642604,74.14746183465387,BPFOnly,201.0,40.2
14,2,XgboostFitTrainer_1,xgboost,XgboostFitTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit', 'cache_miss', 'cgroupfs_cpu_usage_us', 'cgroupfs_memory_usage_bytes', 'cgroupfs_system_cpu_usage_us', 'cgroupfs_user_cpu_usage_us', 'cpu_cycles', 'cpu_instructions', 'kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,4.044874161755273,21.627279405570636,4.044874161755273,21.627279405570636,Basic,201.0,40.2
15,5,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit', 'cache_miss', 'cgroupfs_cpu_usage_us', 'cgroupfs_memory_usage_bytes', 'cgroupfs_system_cpu_usage_us', 'cgroupfs_user_cpu_usage_us', 'cpu_cycles', 'cpu_instructions', 'kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,6.167819825180615,32.31259807584751,6.167819825180615,32.31259807584751,Basic,201.0,40.2
16,3,KNeighborsRegressorTrainer_1,scikit,KNeighborsRegressorTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit', 'cache_miss', 'cgroupfs_cpu_usage_us', 'cgroupfs_memory_usage_bytes', 'cgroupfs_system_cpu_usage_us', 'cgroupfs_user_cpu_usage_us', 'cpu_cycles', 'cpu_instructions', 'kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,6.43348623853211,29.93922286027949,6.43348623853211,29.93922286027949,Basic,201.0,40.2
17,6,PolynomialRegressionTrainer_1,scikit,PolynomialRegressionTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit', 'cache_miss', 'cgroupfs_cpu_usage_us', 'cgroupfs_memory_usage_bytes', 'cgroupfs_system_cpu_usage_us', 'cgroupfs_user_cpu_usage_us', 'cpu_cycles', 'cpu_instructions', 'kubelet_cpu_usage', 'kubelet_memory_bytes']",['poly_scaler.pkl'],DynPower,9.219060781898849,42.43054723011427,9.219060781898849,42.43054723011427,Basic,201.0,40.2
18,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit', 'cache_miss', 'cgroupfs_cpu_usage_us', 'cgroupfs_memory_usage_bytes', 'cgroupfs_system_cpu_usage_us', 'cgroupfs_user_cpu_usage_us', 'cpu_cycles', 'cpu_instructions', 'kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,15.770284473412376,32.31603257073106,15.770284473412376,32.31603257073106,Basic,201.0,40.2
19,4,LinearRegressionTrainer_1,scikit,LinearRegressionTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit', 'cache_miss', 'cgroupfs_cpu_usage_us', 'cgroupfs_memory_usage_bytes', 'cgroupfs_system_cpu_usage_us', 'cgroupfs_user_cpu_usage_us', 'cpu_cycles', 'cpu_instructions', 'kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,17.182519831580347,108.06540310766373,17.182519831580347,108.06540310766373,Basic,201.0,40.2
20,0,SGDRegressorTrainer_1,scikit,SGDRegressorTrainer_1.json,"['bpf_cpu_time_us', 'bpf_page_cache_hit', 'cache_miss', 'cgroupfs_cpu_usage_us', 'cgroupfs_memory_usage_bytes', 'cgroupfs_system_cpu_usage_us', 'cgroupfs_user_cpu_usage_us', 'cpu_cycles', 'cpu_instructions', 'kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,17.476602657408986,79.90491418024446,17.476602657408986,79.90491418024446,Basic,201.0,40.2
21,2,XgboostFitTrainer_1,xgboost,XgboostFitTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,5.822598177358644,27.629146896450905,5.822598177358644,27.629146896450905,CounterIRQCombined,201.0,40.2
22,3,KNeighborsRegressorTrainer_1,scikit,KNeighborsRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,6.005351681957187,28.774311007379765,6.005351681957187,28.774311007379765,CounterIRQCombined,201.0,40.2
23,5,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,6.286152821033935,30.91290985441579,6.286152821033935,30.91290985441579,CounterIRQCombined,201.0,40.2
24,6,PolynomialRegressionTrainer_1,scikit,PolynomialRegressionTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",['poly_scaler.pkl'],DynPower,8.137133047232908,34.545788939954214,8.137133047232908,34.545788939954214,CounterIRQCombined,201.0,40.2
25,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,12.32816001286464,31.38480232286978,12.32816001286464,31.38480232286978,CounterIRQCombined,201.0,40.2
26,4,LinearRegressionTrainer_1,scikit,LinearRegressionTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,15.963771536193114,100.33899125999052,15.963771536193114,100.33899125999052,CounterIRQCombined,201.0,40.2
27,0,SGDRegressorTrainer_1,scikit,SGDRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,16.451370581740424,82.74498424474936,16.451370581740424,82.74498424474936,CounterIRQCombined,201.0,40.2
28,3,KNeighborsRegressorTrainer_1,scikit,KNeighborsRegressorTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,5.450305810397553,32.31380908397349,5.450305810397553,32.31380908397349,CounterOnly,201.0,40.2
29,2,XgboostFitTrainer_1,xgboost,XgboostFitTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,6.255967099732215,27.16268986410569,6.255967099732215,27.16268986410569,CounterOnly,201.0,40.2
30,5,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,6.72561064932755,35.61636227388899,6.72561064932755,35.61636227388899,CounterOnly,201.0,40.2
31,6,PolynomialRegressionTrainer_1,scikit,PolynomialRegressionTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",['poly_scaler.pkl'],DynPower,8.516146088675862,31.836544114409232,8.516146088675862,31.836544114409232,CounterOnly,201.0,40.2
32,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,10.911083183162804,30.34629710578145,10.911083183162804,30.34629710578145,CounterOnly,201.0,40.2
33,0,SGDRegressorTrainer_1,scikit,SGDRegressorTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,16.63937357048962,90.44571830446768,16.63937357048962,90.44571830446768,CounterOnly,201.0,40.2
34,4,LinearRegressionTrainer_1,scikit,LinearRegressionTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,16.919276034524596,125.62671908450578,16.919276034524596,125.62671908450578,CounterOnly,201.0,40.2
35,2,XgboostFitTrainer_1,xgboost,XgboostFitTrainer_1.json,"['kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,37.952989118908526,466.68298564403193,37.952989118908526,466.68298564403193,KubeletOnly,201.0,40.2
36,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,38.021280395297694,237.24019338056996,38.021280395297694,237.24019338056996,KubeletOnly,201.0,40.2
37,5,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,39.68557320761943,473.2772766704817,39.68557320761943,473.2772766704817,KubeletOnly,201.0,40.2
38,3,KNeighborsRegressorTrainer_1,scikit,KNeighborsRegressorTrainer_1.json,"['kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,40.12079510703364,475.298247710271,40.12079510703364,475.298247710271,KubeletOnly,201.0,40.2
